Run 1,Run 1,Run 1,Run 1,Run 1,Run 1
Date and Time,Time (s),%VWC (Potting Soil) (%),%VWC (Mineral Soil) (%),%VWC (Rockwool) (%),Voltage (V)
04/06/2026 04:36:26 pm,0.000,50.0,50.0,75.0,0.825343200683594
04/06/2026 04:36:26 pm,0.100,50.0,50.0,75.0,0.825343200683594
04/06/2026 04:36:26 pm,0.200,50.0,50.0,75.0,0.825343200683594
04/06/2026 04:36:26 pm,0.300,50.0,50.0,75.0,0.827132568359375
04/06/2026 04:36:26 pm,0.400,50.0,50.0,75.0,0.827132568359375
04/06/2026 04:36:26 pm,0.500,50.0,50.0,75.0,0.827132568359375
04/06/2026 04:36:26 pm,0.600,50.0,50.0,75.0,0.827132568359375
04/06/2026 04:36:26 pm,0.700,50.0,50.0,75.0,0.827132568359375
04/06/2026 04:36:26 pm,0.800,50.0,50.0,75.0,0.827132568359375
04/06/2026 04:36:26 pm,0.900,50.0,50.0,75.0,0.827132568359375
04/06/2026 04:36:27 pm,1.000,50.0,50.0,75.0,0.827132568359375
04/06/2026 04:36:27 pm,1.100,50.0,50.0,75.0,0.821167846679687
04/06/2026 04:36:27 pm,1.200,50.0,50.0,75.0,0.821167846679687
04/06/2026 04:36:27 pm,1.300,50.0,50.0,75.0,0.821167846679687
04/06/2026 04:36:27 pm,1.400,50.0,50.0,75.0,0.821167846679687
04/06/2026 04:36:27 pm,1.500,50.0,50.0,75.0,0.821167846679687
04/06/2026 04:36:27 pm,1.600,50.0,50.0,75.0,0.821167846679687
04/06/2026 04:36:27 pm,1.700,50.0,50.0,75.0,0.821167846679687
04/06/2026 04:36:27 pm,1.800,50.0,50.0,75.0,0.821167846679687
04/06/2026 04:36:27 pm,1.900,50.0,50.0,75.0,0.824930725097656
04/06/2026 04:36:28 pm,2.000,50.0,50.0,75.0,0.824930725097656
04/06/2026 04:36:28 pm,2.100,50.0,50.0,75.0,0.824930725097656
04/06/2026 04:36:28 pm,2.200,50.0,50.0,75.0,0.824930725097656
04/06/2026 04:36:28 pm,2.300,50.0,50.0,75.0,0.824930725097656
04/06/2026 04:36:28 pm,2.400,50.0,50.0,75.0,0.824930725097656
04/06/2026 04:36:28 pm,2.500,50.0,50.0,75.0,0.824930725097656
04/06/2026 04:36:28 pm,2.600,50.0,50.0,75.0,0.824930725097656
04/06/2026 04:36:28 pm,2.700,50.0,50.0,75.0,0.826035827636719
04/06/2026 04:36:28 pm,2.800,50.0,50.0,75.0,0.826035827636719
04/06/2026 04:36:28 pm,2.900,50.0,50.0,75.0,0.826035827636719
04/06/2026 04:36:29 pm,3.000,50.0,50.0,75.0,0.826035827636719
04/06/2026 04:36:29 pm,3.100,50.0,50.0,75.0,0.826035827636719
04/06/2026 04:36:29 pm,3.200,50.0,50.0,75.0,0.826035827636719
04/06/2026 04:36:29 pm,3.300,50.0,50.0,75.0,0.826035827636719
04/06/2026 04:36:29 pm,3.400,50.0,50.0,75.0,0.826035827636719
04/06/2026 04:36:29 pm,3.500,50.0,50.0,75.0,0.822845764160156
04/06/2026 04:36:29 pm,3.600,50.0,50.0,75.0,0.822845764160156
04/06/2026 04:36:29 pm,3.700,50.0,50.0,75.0,0.822845764160156
04/06/2026 04:36:29 pm,3.800,50.0,50.0,75.0,0.822845764160156
04/06/2026 04:36:29 pm,3.900,50.0,50.0,75.0,0.822845764160156
04/06/2026 04:36:30 pm,4.000,50.0,50.0,75.0,0.822845764160156
04/06/2026 04:36:30 pm,4.100,50.0,50.0,75.0,0.822845764160156
04/06/2026 04:36:30 pm,4.200,50.0,50.0,75.0,0.822845764160156
04/06/2026 04:36:30 pm,4.300,50.0,50.0,75.0,0.825473144531250
04/06/2026 04:36:30 pm,4.400,50.0,50.0,75.0,0.825473144531250
04/06/2026 04:36:30 pm,4.500,50.0,50.0,75.0,0.825473144531250
04/06/2026 04:36:30 pm,4.600,50.0,50.0,75.0,0.825473144531250
04/06/2026 04:36:30 pm,4.700,50.0,50.0,75.0,0.825473144531250
04/06/2026 04:36:30 pm,4.800,50.0,50.0,75.0,0.825473144531250
04/06/2026 04:36:30 pm,4.900,50.0,50.0,75.0,0.825473144531250
04/06/2026 04:36:31 pm,5.000,50.0,50.0,75.0,0.825473144531250
04/06/2026 04:36:31 pm,5.100,50.0,50.0,75.0,0.822238403320313
04/06/2026 04:36:31 pm,5.200,50.0,50.0,75.0,0.822238403320313
04/06/2026 04:36:31 pm,5.300,50.0,50.0,75.0,0.822238403320313
04/06/2026 04:36:31 pm,5.400,50.0,50.0,75.0,0.822238403320313
04/06/2026 04:36:31 pm,5.500,50.0,50.0,75.0,0.822238403320313
04/06/2026 04:36:31 pm,5.600,50.0,50.0,75.0,0.822238403320313
04/06/2026 04:36:31 pm,5.700,50.0,50.0,75.0,0.822238403320313
04/06/2026 04:36:31 pm,5.800,50.0,50.0,75.0,0.822238403320313
04/06/2026 04:36:31 pm,5.900,50.0,50.0,75.0,0.823292785644531
04/06/2026 04:36:32 pm,6.000,50.0,50.0,75.0,0.823292785644531
04/06/2026 04:36:32 pm,6.100,50.0,50.0,75.0,0.823292785644531
04/06/2026 04:36:32 pm,6.200,50.0,50.0,75.0,0.823292785644531
04/06/2026 04:36:32 pm,6.300,50.0,50.0,75.0,0.823292785644531
04/06/2026 04:36:32 pm,6.400,50.0,50.0,75.0,0.823292785644531
04/06/2026 04:36:32 pm,6.500,50.0,50.0,75.0,0.823292785644531
04/06/2026 04:36:32 pm,6.600,50.0,50.0,75.0,0.823292785644531
04/06/2026 04:36:32 pm,6.700,50.0,50.0,75.0,0.826761230468750
04/06/2026 04:36:32 pm,6.800,50.0,50.0,75.0,0.826761230468750
04/06/2026 04:36:32 pm,6.900,50.0,50.0,75.0,0.826761230468750
04/06/2026 04:36:33 pm,7.000,50.0,50.0,75.0,0.826761230468750
04/06/2026 04:36:33 pm,7.100,50.0,50.0,75.0,0.826761230468750
04/06/2026 04:36:33 pm,7.200,50.0,50.0,75.0,0.826761230468750
04/06/2026 04:36:33 pm,7.300,50.0,50.0,75.0,0.826761230468750
04/06/2026 04:36:33 pm,7.400,50.0,50.0,75.0,0.826761230468750
04/06/2026 04:36:33 pm,7.500,50.0,50.0,75.0,0.823372070312500
04/06/2026 04:36:33 pm,7.600,50.0,50.0,75.0,0.823372070312500
04/06/2026 04:36:33 pm,7.700,50.0,50.0,75.0,0.823372070312500
04/06/2026 04:36:33 pm,7.800,50.0,50.0,75.0,0.823372070312500
04/06/2026 04:36:33 pm,7.900,50.0,50.0,75.0,0.823372070312500
04/06/2026 04:36:34 pm,8.000,50.0,50.0,75.0,0.823372070312500
04/06/2026 04:36:34 pm,8.100,50.0,50.0,75.0,0.823372070312500
04/06/2026 04:36:34 pm,8.200,50.0,50.0,75.0,0.823372070312500
04/06/2026 04:36:34 pm,8.300,50.0,50.0,75.0,0.825163208007812
